Problem URL,Blog Name,URL,Person's Name,Location,Source,Description
,Kremb de la Kremb,http://www.krembdelakremb.com/,Ann,Hong kong,http://40plusstyle.com/women-over-40-blogger-community/,"Welcome to Kremb de la Kremb where you’ll find me getting the very best out of life! I love fashion–I always have and I always will. This little spot on the Internet gives me a place to share all that I enjoy about clothing, style, shopping, makeup, beauty, diy projects, trends, outfits… the list goes on and on! The best part about writing onKremb de la Kremb is the creative drive it gives me."
,High Heels Style,http://highheeledstyle.com/,Lea,"Orange County, CA",http://40plusstyle.com/women-over-40-blogger-community/,High Heeled Style chronicals daily outfits and a love of high heels.http://highheeledstyle.com/
,Clothes but not quite,http://clothesbutnotquite.com/,Joelle,"Saskatoon , Canada",http://40plusstyle.com/women-over-40-blogger-community/,"I was born and raised in the city of Saskatoon in the province of Saskatchewan far away in a land named Canada. I grew up madly in love with fashion and beauty, and worked in fashion. After reading The Happiness Project by Gretchen Rubin, I was inspired to start a style blog to share with others what I have learned over the years. Not wanting to take on this huge task alone, I asked my Boston Terriers Zeke and Cooper to help me out. On our blog I share fashion trends, great products (and those to avoid), style on a budget, my outfit of the week, and much more. In my spare time I enjoy singing, shopping,"
,Dreamz~n~Wishz,http://dreamznwishz.blogspot.com/,Lisa,US/WA,http://40plusstyle.com/women-over-40-blogger-community/,Welcome to Dreamz~n~Wishz...myoutfit journal. Creating stylish looks (that are suitable to my lifestyle and age) from my wardrobe of thrifty and budget friendly pieces. Thank you so much for stopping by and I hope you'll follow below.
,Style through the ages,http://www.stylethroughtheages.com/,Constance,"Brooklyn, NY, USA",http://40plusstyle.com/women-over-40-blogger-community/,"For the 50+ that loves fashion that are challenged with physical limitations and disabilities. From Hot flashes to Hot fashion, Hot recipes and everything in-between come on in and join me! To share not boast, to review not brag, to meet others like myself. - See more at: http://www.stylethroughtheages.com/p/blog-page_4993.html#sthash.aokeBNu2.dpuf"
,The evolving closet,http://theevolvingcloset.blogspot.com/,Joannie,"Monterey, CA",http://40plusstyle.com/women-over-40-blogger-community/,Studied Fashion Marketing & Journalism at Fashion Institute of Design & M
,OMG Lifestyle Blog,http://omglifestyle.com/,Elaine,"Columbus, Ohio",http://40plusstyle.com/women-over-40-blogger-community/,"There are wonderful moments in life when you say OMG when something special knocks your socks off! I decided to journal those moments and look forward to sharing those that cross my path from beautiful, delicious, clever or smart!"
,Plus Size UK,http://www.plussize.co.uk/,Diane,"Northern ,Ireland",http://40plusstyle.com/women-over-40-blogger-community/,"Plus Size Fashion Blog, and Shopping Online for plus size clothes, lingerie, extra large footwear, Accessories, and Beauty products from www.plussize.co.uk"
,Fashion 101,http://debbievogler.blogspot.com/,Debbie,"WI, United States",http://40plusstyle.com/women-over-40-blogger-community/,"Made you look! Check out my blog, Fashion 101, for up & coming fashion trends & etiquette! http://debbievogler.blogspot.com/"
,"AKVjewelry - Adorn, Inspire, Uplift",http://amykanka.blogspot.co.il/,Amy,Israel,http://40plusstyle.com/women-over-40-blogger-community/,One of a kind jewelry pieces - Celebrate the important moments in a memorable way
,Mrs looking good,http://www.mrslookinggood.com/,Karen,US/CA,http://40plusstyle.com/women-over-40-blogger-community/,"I’m a first time mom who had my baby a bit later in life. Just turned 40 and suddenly found myself balancing a diaper bag and a laptop. I’ve retired my high heels and suits. My former life as a sales and marketing exec in the IT industry, a thing of the past. Yet I still find myself still occasionally yearning for some semblance of style and chic fashion amidst the diapers and baby toys."
,Sew Country Chick,http://www.sewcountrychick.com/,Justine,Southern California,http://40plusstyle.com/women-over-40-blogger-community/,"Hi I’m Justine! Mother, designer, writer, and creator of the Sew country chick sewing, DIY fashion and handmade living blog. Most days you will find me working on some type of sewing project in the dining room of my old farmhouse where I can keep an eye on my kids. I create a variety of sewing and craft projects."
,GlamVolution,http://glamvolution.blogspot.com/,Monica,Atlanta,http://40plusstyle.com/women-over-40-blogger-community/,An evolution of glamour and style. http://www.glamvolution.blogspot.com/
,3 Pickles,http://3pickles.blogspot.com.au/,Marnie,"Melbourne, Victoria, Australia",http://40plusstyle.com/women-over-40-blogger-community/,Food & Beauty Blog
,Yonks,http://www.yonksnews.blogspot.co.uk/,Dianne,"Wales, UK",http://40plusstyle.com/women-over-40-blogger-community/,"Musings from a boat bobbing in the Bristol Channel. I plan on travelling, eating good food, drinking good wines and enjoying every day like it's my last!"
No Description,The white house,http://ourlifeinthewhitehouse.blogspot.co.uk/,Shirly,UK,http://40plusstyle.com/women-over-40-blogger-community/,
No Location,A well styled life,http://awellstyledlife.com/,Jennifer,,http://40plusstyle.com/women-over-40-blogger-community/,"Jennifer Connolly writes A Well Styled Life, a lifestyle blog where she shares her daily inspirations and style tips. She is passionate about simple, elegant design; fashion that is effortless and wearable. Jennifer appreciates simple pleasures, great style, and a life full of wonderful family and friends."
,50 Shades of Unemployment,http://50shadesofunemployment.blogspot.com.au/,Carmen,Australia,http://40plusstyle.com/women-over-40-blogger-community/,"Carmen Neutral:   Is my alias, as I hope to work in this region again ...soon. Liketomorrow?"
,FearieMB,http://www.faeriemb.blogspot.com/,Mary Beth,"Southern California, United States",http://40plusstyle.com/women-over-40-blogger-community/,"Thanks for visiting my blog. I'm wife to Ken, stepmom to Ben, and mom to Jacob and Faith, Dieter and Rainer. I like the domestic scene, salty/sweet combos, recipe reviews, the smell of rosemary, babies, the feeling of having exercised, hand clapping rhymes, books, Friday Night Lights, teacups, and laundry that has been washed, dried, folded and put away. My Faerie MB blog explores what to wear when you are 40+. But everyone is welcome, of course!"
No Description,Au fil des jours,http://madco.canalblog.com/,Madeco,France,http://40plusstyle.com/women-over-40-blogger-community/,
,Joly Look,http://jolylook.wordpress.com/,Catherine,Belgium,http://40plusstyle.com/women-over-40-blogger-community/,"Ik ben Catherine Verdonck, 48 jaar en samen met mijn hond Hasina wonen wij in mondaine Knokke-Heist. Ja, ik kan zeggen dat mooie boetieks en luxe merken winkels in mijn achtertuin  liggen. Mijn dagelijkse job werk ik als administratie medewerker en als bijberoep ben ik kleur en -stijlconsulente, make-up artieste en ontwerpster van sieraden."
,Lifestyle over 40,http://lifestyleover40.com/,Sara,"Tel-Aviv, Israel",http://40plusstyle.com/women-over-40-blogger-community/,This is a blog primarily about fashion but also about art and travel as experienced by a women in her 40+.
,Texas Mama,http://texasmama.com/,Darlene,US (TX),http://40plusstyle.com/women-over-40-blogger-community/,"I am a mama, grandmamma, sister----mama, aunt/mama, -----inlaw, “outlaw” ,,,I tear up and pray for little squished squirrels on the road and scream and run from big cockroaches ad even yell for help (I have had therapy for that..) …….yet I could stomp on anything after my kid or grandkid….in a instant!!! I’m tough, I’m gentle, loving, kind////fierce, impatient, a crab, a lion (I’m on the cusp) …..I’ve been a yoga novice for 40+ years and proud of it………Yes I’m all those things and more and yes, I AM THE TEXAS MAMA….AND WHY DO I WRITE? ‘Cause I want to connect with all of you out there that feel similar, maybe holdin’ stuff in, feel alone sometimes, soooooooo pissed at times, want to share, explore, experience, confess & yeah, we love sex & feel that we’re as beautiful, fun and desirable as we were a while back… although at times the mirror shouts back at me how much I look like my dad did for the last 20 years….”is this my skin, REALLY??????????”"
,Big Girls Guide,http://www.biggirlsguide.com/,Sherry,"Philadelphia , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Sherry Aikens Editor of Big Girls guide.. some of you might know me as @babypop on twitter I am a size 18-20 on top and a 22-24 on bottom I am 5’10-11″ ish women currently I weigh about 260 ( yea I said it, because that is how I roll open and honest) . I spent most of my life 15 years in the apparel/fashion industry, being a big girl in a small girls world."
,Maryland Pink and Green,http://www.marylandpinkandgreen.com/,Bethany,"Maryland, United States",http://40plusstyle.com/women-over-40-blogger-community/,"Maryland, United StatesJoin me as I chronicle my adventures as a chic mommy to twin tween girls. Fashion, cooking, and travel are some of my passions. I love all things classic, ladylike, and pink."
,Shalunya & Boyet,http://shalunyaboyet.blogspot.com/,Shalunya,"Philippines , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Shalunya (Shal-loon-ya) suffers from Arnold Chiari Malformation, type 1, and uses beauty products to help maintain a positive attitude which is an important key to controlling pain. After being diagnosed in 2005, she had to completely alter her life to cope with her illness. She began blogging in 2009 in order to alleviate some of her feelings of frustration."
,Fashion Adventures At Any Age,http://www.fashionadventuresatanyage.com/,Beata,"London, United Kingdom",http://40plusstyle.com/women-over-40-blogger-community/,"I am a happy wife and mum to two beautiful children. I love fashion, design and all creative things. I wish to share my finds and adventures with you all!"
,In the writer's closet,http://inthewriterscloset.blogspot.com/,Natalia,"Tacoma, WA",http://40plusstyle.com/women-over-40-blogger-community/,"A Russian-born bilingual writer, linguist, storyteller, community builder, culture appreciator, and a dreamer who loves life!"
,Amy Krist,http://amykrist.org/,Amy,"California, USA",http://40plusstyle.com/women-over-40-blogger-community/,I’ve only recently discovered my passion in life and that is decorating and DIY’ing. Through many coincidences and lucky choices I stumbled upon the world of DIY and blogging and decided to merge the two into Amy Krist in 2013. My life has never been the same.
Not Found,Princess Pinky Girl,http://princesspinkygirl.com/,Jennifer,,http://40plusstyle.com/women-over-40-blogger-community/,
No description,Bahnwartherhauschen,http://bahnwaerterhaeuschen.blogspot.de/,Beate,Germany,http://40plusstyle.com/women-over-40-blogger-community/,
,The art muse,http://theartmuse.net/,Rachel,"Pasadena, CA",http://40plusstyle.com/women-over-40-blogger-community/,"Rachel Matos launched The Art Muse in 2010, and has since been awarded one of the Babble’s Best Bloggers of 2013 and LATISM’S best Latina Arts Blogger in 2012. The blog is rich in photography and includes trips to art shows, DIY, style and beauty posts for women who love to make the most of every day."
,Over 60 and over here,http://over60andoverhere.blogspot.com/,Sue,Spain,http://40plusstyle.com/women-over-40-blogger-community/,"Sue Walker may be past 60, but she definitely doesn't feel past it! This blog is aimed at other over 60s, who may not be young any more but are still young at heart. Under 60s are also welcome here!"
,Heather's Sewing Room,http://www.heatherssewingroom.blogspot.com/,Heather,Singapore,http://40plusstyle.com/women-over-40-blogger-community/,"I have always lived in a home that contains a sewing machine and this encouraged me to pursue a career in Fashion and Design. At that time New Zealand had a very strong fashion industry which I enjoyed working in. When my life changed and I became a mother and an expat in Taiwan, I was able to learn the art of Quilting and was involved in a vibrant quilt group. From Taiwan I moved onto Singapore and continued to be active in Quilting groups."
No Location,Verite Magazine,http://www.veritemag.com/,Kelly,,http://40plusstyle.com/women-over-40-blogger-community/,"Unfortunately, it seems that many of us women still have a tough time admitting that, including yours truly. So what does this have to do with anything? Let me explain."
,Splenderosa,http://www.splenderosa.blogspot.com/,Marsha,"Houston , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Live in Houston, love flowers, friends and fashion. Am a jewelry designer and have a wonderful shop @ splenderosa.com and blog blog blog @ http://www.splendero"
,I am curious (mellow),http://iamcuriousmellow.com/,Antonia,"Los Angeles ,  USA",http://40plusstyle.com/women-over-40-blogger-community/,"I was born in Los Angeles, where my daughter, son-in-law, twin grandchildren, and sister still live. Of all the members of my family for three generations, I am the only one who did not go into the movie/television business! Until I retired in 2006, I spent my career as both an executive director and consultant working with nonprofit organizations."
Name Missing,Hostess of the humble bungalow,http://www.hostessofthehumblebungalow.blogspot.com/,,"B.C., Canada",http://40plusstyle.com/women-over-40-blogger-community/,"Mother of 2, married, 59 years old grandmother to Isla Ellen and Henry Brian, avid reader, gardener and lover of David Austin roses, restored and live in an arts and crafts bungalow now designated and on the heritage registry, loved cruising in our vintage Chris Craft near the 49th parallel, now we are riding the waves on board our 27 foot Sea Ray Sun Dancer, interested in French life and style, and trying to keep healthy while aging graciously and hopefully gracefully."
,My Closet Catalogue,http://myclosetcatalogue.com/,Maricel,US (CA),http://40plusstyle.com/women-over-40-blogger-community/,taking my fashion obsession by the proverbial horns and wrestling it to submission
,Thoughs of Beauty,http://overallbeauty.com/beauty-blog/,Kim,"Elk Grove, CA",http://40plusstyle.com/women-over-40-blogger-community/,Shop today at http://overallbeauty.com/! Check out our blog athttp://thoughtsofbeauty.com/
,Gia Vanne's Gems,http://blackwomenover50.com/,Taylor,"Philadelphia, Pa",http://40plusstyle.com/women-over-40-blogger-community/,Online Life Style Magazine - Celebrating Women of Color over 50 and Beyond
,Older mummy still yummy,http://oldermommystillyummy.com/,Monica,"New Brunswick, Canada",http://40plusstyle.com/women-over-40-blogger-community/,"Hi and welcome! My name is Monica, I live in Atlantic Canada and I hope you will join me as I embark upon yet another fun adventure! Just click on the image to learn more about this Older Mommy & how my blog got it's name!"
No Location,Flight-Platform Living,http://textgeorge.blogspot.co.uk/,Jane,,http://40plusstyle.com/women-over-40-blogger-community/,"Hi, my name is Jane and I am so excited you stopped by the flight platform. Here you will find...."
,The Fab 40,http://thefab40.net/,Lisa,South Africa,http://40plusstyle.com/women-over-40-blogger-community/,HI! Welcome to my lifestyle lead blog documenting the countdown to my 40th birthday.
No Location,Release The Clackum,http://releasetheclackum.blogspot.com/,Jessica,,http://40plusstyle.com/women-over-40-blogger-community/,Writer/Creator of Comedy & Drama • Chess Player • Fashion-Challenged • Repository of Useless Trivia • Reciter of Movie Lines • Illustrious Smartass
,The haute mamas,http://threehautemamas.com/,Kimberly,"Boston , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Three Haute Mamas was first a collaboration between friends cooked up in our kitchen one day. Igniting the fashion flame that never really died out in us, our vision became our mission, to break down the trends of the major fashion designers and give you a practical solution to building a stylish wardrobe. You don’t have to be a mom to be a Haute Mama, my dream is that we are here as a community of “girlfriends” sharing and talking about our likes, dislikes about life and fashion or fashion and life. lol!"
,Simply Tango,http://simply-tango.us/,Tammy,"Clear Lake, Iowa , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Tammy Munson is the publisher of Simply Tango, a blog that takes a realistic and humorous look at life as a midlife mama and wife. She also journals of her life with her own Knight in Shining Armor and their two daughters. Since 2005, Tammy has been sharing her insight, stories and thoughts on parenting, raising daughters, relationships and marriage."
,Liberty Loves Makeup,http://libertylovesmakeup.blogspot.co.uk/,Laura,"cardiff great britain , UK",http://40plusstyle.com/women-over-40-blogger-community/,A beauty & Lifestyle Blogger from Cardiff. //PR friendly::: Contact me at: Laura.brooksljr@gmail.com. Xx
,My Rose Colored Shades,http://myrosecoloredshades.com/,Cynthia,US (MI),http://40plusstyle.com/women-over-40-blogger-community/,Discovering life's natural highs thru my current passions www.myrosecoloredshades.com
,Never Say Die Beauty,http://www.neversaydiebeauty.com/,,New York,http://40plusstyle.com/women-over-40-blogger-community/,"I’m Allison, focus group moderator extraordinaire, runner, cook, crocheter, and beauty products aficionado."
No Found,Glowology,http://glowology.wordpress.com%3Cbr%20/%3Ehttp://glowology.wordpress.com%3Cbr%20/%3Ehttp://glowology.wordpress.com%3Cbr%20/%3Ehttp://glowology.wordpress.com,Lisa,UK,http://40plusstyle.com/women-over-40-blogger-community/,
,AfrockinNZ,http://afrockinnz.blogspot.co.nz/,Jenni,South Africa,http://40plusstyle.com/women-over-40-blogger-community/,"I was born in South Africa to British Parents. I travelled with my family for most of my childhood receiving a global education and a love for all things cultural. I studied the Montessori Method in London and have also worked with Children, teaching arts and crafts for many years. I enjoy all things upcycled, vintage and retro."
No Location,Design Closeup,http://www.design-closeup.com/,Nadia,,http://40plusstyle.com/women-over-40-blogger-community/,"Hello! I’m David and you’ve just landed on planet Design Closeup, a world where sewing and style rule, reality and fantasy collide, and I’m the puppet master of my own imagination."
No Location,Style Nudge,http://stylenudge.blogspot.com/,Cherie,,http://40plusstyle.com/women-over-40-blogger-community/,"Style Nudge, www.stylenudge.com, inspirational and unexpected...giving you a little nudge!"
No Location,Mom Wants A Life,http://renewthewomaninyou.blogspot.com/,Susan,,http://40plusstyle.com/women-over-40-blogger-community/,"I'm a mother, wife, sister and aunt. I was a daughter, but after losing both of my parents within the last two years, I am now an orphan. (Yes, that’s how it feels to me, even though I’m a middle-aged adult.) In my opinion, the best thing I ever did was to stay at home with my children. Several consequences followed this decision: I gave up a career, a personal paycheck, an updated resume, any relevant business connections and almost all of my professional confidence."
,Style Savvy DFW,http://stylesavvydfw.com/,Lori,US (TX),http://40plusstyle.com/women-over-40-blogger-community/,"Hi there! Thanks for stopping by today – I hope you’re inspired by what you read. I am a 50+ wife, mom of three gorgeous daughters and “Mimi” to three lovely granddaughters. I love God, my awesome husband of 33 years and my awesome family and extended family."
,Refreshing Talk,http://refreshingtalk.wordpress.com/,Denedriane,VA,http://40plusstyle.com/women-over-40-blogger-community/,"Hey! from a wife, mom, home educator, blogger, learner of new things...#Jesusgirl #encourager #sciencenerd #Disneyfan"
,Elegantly Dressed and Stylish,http://www.elegantlydressedandstylish.com/,Jess,"North Carolina , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Hello all, My name is Jess and I am from North Carolina, the Lake Norman area. I live here with my 2 shih tzus Gibby and Truffles and my husband. I have a creative side and went for my Master’s in Jazz Guitar, which I do play from time to time. I am a 40+ blogger who dresses in what I like, where comfort isn’t a four letter word, but classic with trend is how I may describe myself. I do say though, I love the style of the 20′s and 40′s where men and women really knew how to dress!"
No Location,Stylish Ole Woman,http://stylisholewoman.com/,Lynette,,http://40plusstyle.com/women-over-40-blogger-community/,"’m Lynette Benton, the Stylish Ole Woman. You might be one too, and you probably know others—women who, into their fifties, sixties, and seventies plus, cherish fashion as if it were—pardon the pun—going out of style."
No Location,Sassy Townhouse Living,http://sassytownhouseliving.com/,Carolann,,http://40plusstyle.com/women-over-40-blogger-community/,"Welcome to my Lifestyle blog. Here, we are decorating and crafting our way to a sassy living space. Please visit my blog and subscribe!"
,Fashion should be fun,http://fashionshouldbefun.blogspot.com/,Dawn,"California , USA",http://40plusstyle.com/women-over-40-blogger-community/,"I'm a 47 year old high school English teacher who started a blog and an Instagram account (@fashionshouldbefun) to connect with other women who are having fun with fashion. I love blogs because we can get style ideas from real women, with real bodies and real budgets."
,Trend Survivor,http://trendsurvivor.com/,Nina,Greece- California,http://40plusstyle.com/women-over-40-blogger-community/,Inspired by fashion and in love with style
No Location,My Style Aesthetic,http://www.mystyleaesthetic.blogspot.co.uk/,Paul,,http://40plusstyle.com/women-over-40-blogger-community/,"When I created my blog I thought for ages of various names. I wanted to avoid the word 'Fashion' as its not fashion per se that I am interested in. Its more the application of fashion in a stylish way. Style seemed to fit the bill as a key word. I like the word 'aesthetic' as well. Its meaning seemed very appropriate: ""concerned with beauty or the appreciation of beauty"". Yep, thats me, I am interested in the appreciation of beauty through clothng and makeup. So that's how My Style Aesthetic was born. That, and the fact that every other good name has already been used :0)"
,Mature Makeup Maven,http://maturemakeupmaven.com/,Angelina,"Orlando , Florida , USA",http://40plusstyle.com/women-over-40-blogger-community/,"Mobile makeup, bringing indie brands to your home. We offer customized makeup & skin care products between Orlando & Miami."
,Redcliffe Style,http://www.redcliffestyle.com/,Rachel,"Redcliffe, Brisbane, Australia",http://40plusstyle.com/women-over-40-blogger-community/,"In October 2011, I started RedcliffeStyle.com as a place to write about and photograph the things I enjoy. RedcliffeStyle.com is a light-hearted blog about finding style in the suburbs, or at least in Redcliffe, Brisbane, Queensland. I also write about beauty, life, reviews and with a few blogging tips thrown in."
,Bold Blind Beauty,http://boldblindbeauty.com/,Stephanae,US (PA),http://40plusstyle.com/women-over-40-blogger-community/,"Hi my name is Stephanae (Steph) McCoy and based on the results of the Myers Briggs personality profile I’m an INTJ(introversion, intuition, thinking and judgment) which basically means I’m independent, individualistic, single-minded, and I trust my vision of possibilities regardless of universal skepticism. Although the profile is pretty much on target, what it didn’t show is that I’m Christian, sensitive, compassionate and, at times, a socially awkward, idealistic daydreamer and disability advocate. In other words I’m just an average person with a passion to impact positive change on the world around me."
,The Hip Chick Blog,http://www.thehipchickonline.com/,Kim,US (VA),http://40plusstyle.com/women-over-40-blogger-community/,"Hi, I am Kim. I am a 40 something Mom, wife, and working woman who like you, is always on the go. My background is in Education & Training; and I've spent the last ten years working in the beauty industry."
,Northwest Mountain Living,http://www.northwestmountainliving.com/,Cheryl,"Idaho , USA",http://40plusstyle.com/women-over-40-blogger-community/,"This blog is about my life in the Northwest Mountains. I am not claiming to be an expert about anything. I am just sharing my experiences, reflections and musings about life. I will talk about food, fashion, wine, outdoors, health, exercise and any other thoughts du jour."
,Style 416,http://style416.blogspot.com/,Patricia,"Toronto, Canada",http://40plusstyle.com/women-over-40-blogger-community/,"Hi! I'm Patricia and I live in Toronto, Canada, with my husband. Welcome to my blog : )"
,Northside of the country road,http://www.northsideofthecountryroad.com/,Lizzie,"Missouri River , USA",http://40plusstyle.com/women-over-40-blogger-community/,"This is where I live. In the Missouri River bottoms. Where I live has defined me along with being a farm wife for over 33 years, the mother of 3 kids, and soon to be the grandmother of 2.I’m blogging because I wanted to tell people what life looks like through the eyes/and sometimes camera lens of a 52 year old woman from Missouri. Amy, author of Blogging With Amy, composed a list of 54 random things about her. I liked that idea, but didn’t think I could come up with 54 things so I thought I’d try 10."
,Life 4oup!,http://www.life40up.com/,Valérie,Germany,http://40plusstyle.com/women-over-40-blogger-community/,"LIFE 40up! Ist ein Lifestyle Blog für Frauen, die in ihrem Leben angekommen sind, aber die nicht stehen bleiben wollen. Für Frauen, die ab 40 nicht nur Beige tragen und beige denken. Und für Frauen, die ihr Leben prall und bunt und vielfältig wollen. So wie ich."
,Avenue 57,http://blog.avenue57.com/,Fiona,"Newbury, Berkshire, United Kingdom",http://40plusstyle.com/women-over-40-blogger-community/,"A fashion blog for women in their 40s. I'm Fiona, 40, married with 2 children and owner of the outfit sharing website Avenue57.com. I love clothes, I love talking about them and I love showing off what I wear - I shop in supermarkets and the high street and I believe we can all look good on a budget. I have no qualifications in fashion - I just love looking at what women wear and seeing how I can steal a style along the way. I also run a pop up boutique of all the clothes I love and I hope you do too shop.avenue57.com"
,The cooking wardrobe,http://thecookingwardrobe.blogspot.com.au/,Elsie,Australia,http://40plusstyle.com/women-over-40-blogger-community/,"Hello and welcome to The Cooking Wardrobe. My name is Elsie Davies a forty something year old mum from Freetown, Sierra Leone. I live in Australia with my husband, Gabriel and two boys,(the body builder and chef)and(the talkative)and a budgie called Trixie (the talkative's bird)."
,Tote Lifestyle,http://www.totelifestyle.com/,Lindsay,"Vancouver, Canada",http://40plusstyle.com/women-over-40-blogger-community/,"My name is Lindsay and I am getting closer to the half century. Married with 3 children, ages 19, 18 and 15."
No Description,Always in fashion,http://allwaysinfashion.blogspot.com/,Michelle,US (TX),http://40plusstyle.com/women-over-40-blogger-community/,
,Alyssa Barnett Beauty,http://www.alyssabarnettbeauty.com/,Alyssa,San Diego California,http://40plusstyle.com/women-over-40-blogger-community/,Welcome! My name is Alyssa Barnett. I'm from San Diego California and I'm so happy you're visiting my site!
,Joyce's Choices,http://www.jssherr.blogspot.com/,Joyce,US (MA),http://40plusstyle.com/women-over-40-blogger-community/,"One of my passions is reading books. I have been reading all my life(but I won't disclose my age!) I have participated in book groups and have been recommending books to friends and acquaintances for many years. I am also passionate about pop culture..(Did I mention that I've seen Guns and Roses in concert? It's true!) Being schooled in the arts, I started my own business designing one of a kind hand painted clothing. I also enjoy painting and reviving antique furniture."
,We Lesser Mortals,http://welessermortals.wordpress.com/,Vicky,Leicestershire UK.,http://40plusstyle.com/women-over-40-blogger-community/,"This blog is run by Vicky Smith, a style consultant and fashion advisor based in Leicestershire UK. For more info about her, explore her websitewww.vickysmithstyling.co.uk or view her Facebook page"
,Style plus confidence,http://styleplusconfidence.blogspot.com/,Nadia,US (NV),http://40plusstyle.com/women-over-40-blogger-community/,Welcome to my Blog which is my personal journal of Style and substance.
Page not found,Thrift Shop Commanda,http://40plusstyle.com/women-over-40-blogger-community/www.thriftshopcommando.blogspot.com,Tami,US (CA),http://40plusstyle.com/women-over-40-blogger-community/,
,Stylevity,http://www.stylevity.com/,Claire,"London , UK",http://40plusstyle.com/women-over-40-blogger-community/,"Stylevity is the London-based lifestyle magazine for extraordinary over 40 women bringing you: must-have tips on fashion & style; tricks of the trade on beauty; easy health & fitness regimes; secrets to successful dating, sex and relationships; clever ways to style your home as well as expert advice from our careers and finance pros."
,Grownupglamour,http://grownupglamour.blogspot.com/,Jill,"Tasmania, Australia",http://40plusstyle.com/women-over-40-blogger-community/,"Welcome, I live in a small city in Tasmania, Australia.,I hope to share my thoughts on adding a touch of glamour to everyday life."
,Summy DE Time,http://sunnydetime.com/,DaVonne,"Arnold , Maryland ,USA",http://40plusstyle.com/women-over-40-blogger-community/,"I am... really, I am! I am a Wife, Mother, Nana to two beautiful little people, and “luvva” of writing, fashion, makeup, cooking, music and all things natural, especially ethnic hair.  I love deciding ""who"" I want to be at any given time and using fashion, makeup, jewelry, etc. to bring that to life. "
,Boomer Nails,http://boomernails.blogspot.com/,Teresa,US (MO),http://40plusstyle.com/women-over-40-blogger-community/,"An art teacher- I love fashion, all things fiber, POODLES, and architecture,"
,Fab40ward,http://fab40ward.com/,Dawn,US (MD),http://40plusstyle.com/women-over-40-blogger-community/,"I am 40+, a wife, and mother of two and one Nanu (aka grandson) with a passion for fashion. I come into contact with women everyday who tell me that they love my style, but they have a hard time pulling together an outfit and are constantly asking me for advice on what to wear, or they want me to come look into their closets to help them define their style."
,Style Nudge,http://stylenudge.blogspot.com/,Cherie,US (NJ),http://40plusstyle.com/women-over-40-blogger-community/,"I'm a stylist, a mother of four, crazy about dogs and a life-long collector of unique things. I love putting clothes together in new and surprising ways, and sharing vintage treasures and interior design inspirations. I'm about creating something out of nothing and mixing the unexpected. This blog is a place for me to share my musings. Take a style risk. All you need sometimes is a little Nudge."
,A lovely little wardrobe,http://alovelylittlewardrobe.com/,Carrie,US (TX),http://40plusstyle.com/women-over-40-blogger-community/,Hello! I’m glad you stopped by A Lovely Little Wardrobe. You can also find me atloveandlifeandpassion.com. where I blog about a variety of other topics which I have deemed passion worthy.
,Peridot Skys,http://www.peridotskys.com/,Lisa,"Kansas , USA",http://40plusstyle.com/women-over-40-blogger-community/,"A lifestyle blog about fashion, interior design, food, and pieces of my life! And occasionally a baby! www.peridotskys.com"
,Peacock Style,http://www.peacock-style.com/,Tracey,"New Hampshire , USA",http://40plusstyle.com/women-over-40-blogger-community/,I gather fashion information and try to present it all in one easy spot.
,die-edelfabrik,http://die-edelfabrik.blogspot.de/,Chrissie,Germany,http://40plusstyle.com/women-over-40-blogger-community/,I'm not a queen ... but if the crown fit's :) … Modeverrückte … Kosmetikjunkie … Schuhsammlerin … Taschenliebhaberin … Großringfreundin … Mädchen eben :)
,The dress Muse,http://dressmuse.blogspot.com/,Cynthia,San Antonio,http://40plusstyle.com/women-over-40-blogger-community/,"San AntonioTwo women walk arm and arm through ancient streets in Spain. Two friends: elegant, animated, and so at home with themselves as they strolled on cobbled streets to a mid afternoon espresso. Reading saves us from being ordinary. ."
,Boomerinas,http://www.boomerinas.com/,Tina,Seattle,http://40plusstyle.com/women-over-40-blogger-community/,"Boomerinas are grown-up little girls who wanted to be ballerinas, rock stars, novelists, fashion models, designers, princesses, and a lot of other grand things. Hey, Boomerinas are ""us."""
,TueNight,http://tuenight.com/,Margit,"New York , USA",http://40plusstyle.com/women-over-40-blogger-community/,TueNight.com Women redefining life + exploring what's next. Feeling curiously young and old at the same time
,Curlybyrdie Chirps,http://curlybyrdiechirps.blogspot.com/,Mary,US (IN),http://40plusstyle.com/women-over-40-blogger-community/,A Mom that Loves Fashion that doesn't break the pocketbook!
,Style on V,http://www.styleonv.com/,Vicky,"Sydney, NSW , Australia",http://40plusstyle.com/women-over-40-blogger-community/,"Hello. My name is Vicki from Sydney, NSW. I am in my 40's and proud to say so. Age does not bother me. I do not like posting photos of myself but I do like my readers to know the face behind the blog. I live in beautiful Sydney and I have been blogging for 3 years. I have two teenage daughters and 3 step adult children, who all have little children of their own. Yes! I am a (young) nana."
